index,Airport Name,City,Country,three-digit code,four_digit,l1,l2
2217,Bakel Airport,Bakel,Senegal,BXE,GOTB,14.84729958,-12.46829987
2218,Balkhash Airport,Balkhash,Kazakhstan,BXH,UAAH,46.8932991,75.00499725
2219,Buckeye Municipal Airport,Buckeye,United States,BXK,KBXK,33.42039871,-112.685997
2220,Imsık Airport,Bodrum,Turkey,BXN,LTBV,37.14009857,27.66970062
2221,Buochs Airport,Buochs,Switzerland,BXO,LSZC,46.974444,8.396944
2222,Biała Podlaska Airfield,Biała Podlaska,Poland,BXP,EPBP,52.00078,23.1325278
2223,Bam Airport,Bam,Iran,BXR,OIKM,29.08419991,58.45000076
2224,Bancasi Airport,Butuan,Philippines,BXU,RPME,8.9515,125.4788
2225,Yacuiba Airport,Yacuiba,Bolivia,BYC,SLYA,-21.96089935,-63.65169907
2226,Arkansas International Airport,Blytheville,United States,BYH,KBYH,35.96429825,-89.94400024
2227,Burley Municipal Airport,Burley,United States,BYI,KBYI,42.54259872,-113.7720032
2228,Bouaké Airport,Bouake,Cote d'Ivoire,BYK,DIBK,7.738800049,-5.07366991
2229,Carlos Manuel de Cespedes Airport,Bayamo,Cuba,BYM,MUBY,20.39640045,-76.62139893
2230,Bayankhongor Airport,Bayankhongor,Mongolia,BYN,ZMBH,46.16329956,100.7040024
2231,Bonito Airport,Bointo,Brazil,BYO,SJDB,-21.247299,-56.452499
2232,Bicycle Lake Army Air Field,Fort Irwin,United States,BYS,KBYS,35.2804985,-116.6299973
2233,Bantry Aerodrome,Bantry,Ireland,BYT,EIBN,51.66859818,-9.48416996
2234,Bayreuth Airport,Bayreuth,Germany,BYU,EDQD,49.98500061,11.64000034
2235,Bay City Municipal Airport,Bay City,United States,BYY,KBYY,28.97330093,-95.8635025
2236,San Pedro Airport,Bonanza,Nicaragua,BZA,MNBZ,13.94999981,-84.59999847
2237,Umberto Modiano Airport,Buzios,Brazil,BZC,SBBZ,-22.77099991,-41.96289825
2238,Balranald Airport,,Australia,BZD,YBRN,-34.62360001,143.5780029
2239,Philip S. W. Goldson International Airport,Belize City,Belize,BZE,MZBZ,17.53910065,-88.30819702
2240,Bydgoszcz Ignacy Jan Paderewski Airport,Bydgoszcz,Poland,BZG,EPBY,53.09680176,17.97769928
2241,Balıkesir Merkez Airport,Balikesir,Turkey,BZI,LTBF,39.61930084,27.9260006
2242,Bryansk Airport,Bryansk,Russia,BZK,UUBP,53.21419907,34.17639923
2243,Barisal Airport,Barisal,Bangladesh,BZL,VGBR,22.8010006,90.30120087
2244,Gallatin Field,Bozeman,United States,BZN,KBZN,45.77750015,-111.1529999
2245,Bolzano Airport,Bolzano,Italy,BZO,LIPB,46.460201,11.3264
2246,Béziers-Vias Airport,Beziers,France,BZR,LFMU,43.32350159,3.353899956
2247,Maya-Maya Airport,Brazzaville,Congo (Brazzaville),BZV,FCBB,-4.251699924,15.25300026
2248,Balti International Airport,Saltsy,Moldova,BZY,LUBL,47.83810043,27.78149986
2249,RAF Brize Norton,Brize Norton,United Kingdom,BZZ,EGVN,51.75,-1.58362
2250,Nappanee Municipal Airport,Nappanee ,United States,C03,KC03,41.44620132,-85.93479919
2251,Cabinda Airport,Cabinda,Angola,CAB,FNCA,-5.596990108,12.18840027
2252,Cascavel Airport,Cascavel,Brazil,CAC,SBCA,-25.00029945,-53.50080109
2253,Columbia Metropolitan Airport,Columbia,United States,CAE,KCAE,33.93880081,-81.11949921
2254,Carauari Airport,Carauari,Brazil,CAF,SWCA,-4.871520042,-66.89749908
2255,Cagliari Elmas Airport,Cagliari,Italy,CAG,LIEE,39.251499,9.05428
2256,Cà Mau Airport,Ca Mau,Vietnam,CAH,VVCM,9.177667,105.177778
2257,Cairo International Airport,Cairo,Egypt,CAI,HECA,30.12190056,31.40559959
2258,Canaima Airport,Canaima,Venezuela,CAJ,SVCN,6.231988907,-62.85443115
2259,Akron Canton Regional Airport,Akron,United States,CAK,KCAK,40.91609955,-81.44219971
2260,Campbeltown Airport,Campbeltown,United Kingdom,CAL,EGEC,55.43719864,-5.686389923
2261,Guangzhou Baiyun International Airport,Guangzhou,China,CAN,ZGGG,23.39240074,113.2990036
2262,Cap Haitien International Airport,Cap Haitien,Haiti,CAP,MTCH,19.7329998,-72.19470215
2263,Juan H White Airport,Caucasia,Colombia,CAQ,SKCU,7.96847,-75.1985
2264,Caribou Municipal Airport,Caribou,United States,CAR,KCAR,46.87149811,-68.01789856
2265,New Bight Airport,Cat Island,Bahamas,CAT,MYCB,24.31529999,-75.45230103
2266,Caruaru Airport,Caruaru,Brazil,CAU,SNRU,-8.282389641,-36.01350021
2267,Bartolomeu Lisandro Airport,Campos,Brazil,CAW,SBCP,-21.69829941,-41.30170059
2268,Carlisle Airport,Carlisle,United Kingdom,CAX,EGNC,54.9375,-2.809170008
2269,Cayenne-Rochambeau Airport,Cayenne,French Guiana,CAY,SOCA,4.819809914,-52.36040115
2270,Cobar Airport,Cobar,Australia,CAZ,YCBA,-31.53829956,145.7940063
2271,Jorge Wilsterman International Airport,Cochabamba,Bolivia,CBB,SLCB,-17.42110062,-66.17710114
2272,Greater Cumberland Regional Airport,Cumberland,United States,CBE,KCBE,39.61539841,-78.7609024
2273,Council Bluffs Municipal Airport,Council Bluffs,United States,CBF,KCBF,41.25920105,-95.76059723
2274,Cambridge Airport,Cambridge,United Kingdom,CBG,EGSC,52.20500183,0.174999997
2275,Béchar Boudghene Ben Ali Lotfi Airport,Béchar,Algeria,CBH,DAOR,31.64570045,-2.269860029
2276,"Aeropuerto \General Tomas de Heres"". Ciudad Bolivar""""""",Ciudad Bolivar,Venezuela,CBL,SVCB,8.122160912,-63.53695679
2277,Columbus Air Force Base,Colombus,United States,CBM,KCBM,33.64379883,-88.44380188
2278,Penggung Airport,Cirebon,Indonesia,CBN,WICD,-6.756140232,108.5400009
2279,Awang Airport,Cotabato,Philippines,CBO,RPMC,7.165239811,124.2099991
2280,Margaret Ekpo International Airport,Calabar,Nigeria,CBQ,DNCA,4.976019859,8.347200394
2281,Canberra International Airport,Canberra,Australia,CBR,YSCB,-35.30690002,149.1950073
2282,Catumbela Airport,Catumbela,Angola,CBT,FNCT,-12.4792,13.4869
2283,Coban Airport,Coban,Guatemala,CBV,MGCB,15.46899986,-90.40670013
2284,Cable Airport,Upland,United States,CCB,KCCB,34.11159897,-117.6880035
2285,Jardines Del Rey Airport,Cunagua,Cuba,CCC,MUCC,22.46100044,-78.32839966
2286,Carcassonne Airport,Carcassonne,France,CCF,LFMK,43.2159996,2.306319952
2287,Chile Chico Airport,Chile Chico,Chile,CCH,SCCC,-46.58330154,-71.68740082
2288,Concórdia Airport,Concordia,Brazil,CCI,SSCK,-27.18059921,-52.05270004
2289,Calicut International Airport,Calicut,India,CCJ,VOCL,11.13679981,75.95529938
2290,Cocos (Keeling) Islands Airport,Cocos Keeling Island,Cocos (Keeling) Islands,CCK,YPCC,-12.18830013,96.83390045
2291,Chinchilla Airport,Chinchilla,Australia,CCL,YCCA,-26.77499962,150.6170044
2292,Diomício Freitas Airport,Criciuma,Brazil,CCM,SBCM,-28.72444344,-49.42139053
2293,Chakcharan Airport,Chaghcharan,Afghanistan,CCN,OACC,34.53300095,65.26699829
2294,Newnan Coweta County Airport,Newnan,United States,CCO,KCCO,33.31159973,-84.76979828
2295,Carriel Sur Airport,Concepcion,Chile,CCP,SCIE,-36.77270126,-73.06310272
2296,Buchanan Field,Concord,United States,CCR,KCCR,37.98970032,-122.0569992
2297,Simón Bolívar International Airport,Caracas,Venezuela,CCS,SVMI,10.60311699,-66.99058533
2298,Netaji Subhash Chandra Bose International Airport,Kolkata,India,CCU,VECC,22.65469933,88.44670105
2299,Craig Cove Airport,Craig Cove,Vanuatu,CCV,NVSF,-16.26499939,167.923996
2300,Cáceres Airport,Caceres,Brazil,CCX,SWKC,-16.04360008,-57.62990189
2301,Northeast Iowa Regional Airport,Charles City,United States,CCY,KCCY,43.07260132,-92.6108017
2302,Chub Cay Airport,Chub Cay,Bahamas,CCZ,MYBC,25.41710091,-77.88089752
2303,Cooinda Airport,Cooinda,Australia,CDA,YCOO,-12.90330029,132.5319977
2304,Cold Bay Airport,Cold Bay,United States,CDB,PACD,55.20610046,-162.7250061
2305,Cedar City Regional Airport,Cedar City,United States,CDC,KCDC,37.70100021,-113.098999
2306,Charles de Gaulle International Airport,Paris,France,CDG,LFPG,49.01279831,2.549999952
2307,Conceição do Araguaia Airport,Conceicao Do Araguaia,Brazil,CDJ,SBAA,-8.348349571,-49.30149841
2308,Woodward Field,Camden,United States,CDN,KCDN,34.28359985,-80.56490326
2309,Cuddapah Airport,Cuddapah,India,CDP,VOCP,14.51000023,78.77279663
2310,Chadron Municipal Airport,Chadron,United States,CDR,KCDR,42.83760071,-103.0950012
2311,Childress Municipal Airport,Childress,United States,CDS,KCDS,34.43379974,-100.288002
2312,Castellón-Costa Azahar Airport,Castellón de la Plana,Spain,CDT,LEDS,40.213889,0.073333
2313,Camden Airport,Camden,Australia,CDU,YSCN,-34.04029846,150.6869965
2314,Merle K (Mudhole) Smith Airport,Cordova,United States,CDV,PACV,60.4917984,-145.4779968
2315,Essex County Airport,Caldwell,United States,CDW,KCDW,40.87519836,-74.28140259
2316,Mactan Cebu International Airport,Cebu,Philippines,CEB,RPVM,10.30749989,123.9789963
2317,Jack Mc Namara Field Airport,Crescent City,United States,CEC,KCEC,41.78020096,-124.2369995
2318,Ceduna Airport,Ceduna,Australia,CED,YCDU,-32.13059998,133.7100067
2319,Cherepovets Airport,Cherepovets,Russia,CEE,ULBC,59.27360153,38.01580048
2320,Westover ARB/Metropolitan Airport,Chicopee Falls,United States,CEF,KCEF,42.19400024,-72.53479767
2321,Hawarden Airport,Hawarden,United Kingdom,CEG,EGNR,53.17810059,-2.977780104
2322,Chiang Rai International Airport,Chiang Rai,Thailand,CEI,VTCT,19.95229912,99.88289642
2323,Chernihiv Shestovitsa Airport,Chernigov,Ukraine,CEJ,UKRR,51.40219879,31.1583004
2324,Chelyabinsk Balandino Airport,Chelyabinsk,Russia,CEK,USCC,55.305801,61.5033
2325,Central Airport,Central,United States,CEM,PACE,65.57379913,-144.7830048
2326,Ciudad Obregón International Airport,Ciudad Obregon,Mexico,CEN,MMCN,27.39259911,-109.8330002
2327,Cannes-Mandelieu Airport,Cannes,France,CEQ,LFMD,43.54199982,6.953479767
2328,Cherbourg-Maupertus Airport,Cherbourg,France,CER,LFRC,49.65010071,-1.470280051
2329,Cessnock Airport,Cessnock,Australia,CES,YCNK,-32.787498,151.341995
2330,Cholet Le Pontreau Airport,Cholet,France,CET,LFOU,47.08209991,-0.8770639896
2331,Oconee County Regional Airport,Clemson,United States,CEU,KCEU,34.6719017,-82.8864975
2332,Bob Sikes Airport,Crestview,United States,CEW,KCEW,30.77879906,-86.52210236
2333,Cortez Municipal Airport,Cortez,United States,CEZ,KCEZ,37.3030014,-108.6279984
2334,Cabo Frio Airport,Cabo Frio,Brazil,CFB,SBCB,-22.92169952,-42.07429886
2335,Caçador Airport,Cacador,Brazil,CFC,SBCD,-26.78840065,-50.93980026
2336,Coulter Field,Bryan,United States,CFD,KCFD,30.71570015,-96.33139801
2337,Clermont-Ferrand Auvergne Airport,Clermont-Ferrand,France,CFE,LFLC,45.7867012,3.169169903
2338,Jaime Gonzalez Airport,Cienfuegos,Cuba,CFG,MUCF,22.14999962,-80.41419983
2339,Donegal Airport,Dongloe,Ireland,CFN,EIDL,55.0442009,-8.340999603
2340,Confresa Airport,Confresa,Brazil,CFO,SJHG,-10.63440037,-51.56359863
2341,Caen-Carpiquet Airport,Caen,France,CFR,LFRK,49.1733017,-0.4499999881
2342,Coffs Harbour Airport,Coff's Harbour,Australia,CFS,YSCH,-30.32060051,153.1159973
2343,Ioannis Kapodistrias International Airport,Kerkyra/corfu,Greece,CFU,LGKR,39.60189819,19.9116993
2344,Coffeyville Municipal Airport,Coffeyville,United States,CFV,KCFV,37.09400177,-95.57189941
2345,Marechal Rondon Airport,Cuiaba,Brazil,CGB,SBCY,-15.65289974,-56.11669922
2346,Crystal River Airport,Crystal River,United States,CGC,KCGC,28.86730003,-82.57129669
2347,Changde Airport,Changde,China,CGD,ZGCD,28.91889954,111.6399994
2348,Cuyahoga County Airport,Richmond Heights,United States,CGF,KCGF,41.56510162,-81.48639679
2349,Congonhas Airport,Sao Paulo,Brazil,CGH,SBSP,-23.62611008,-46.65638733
2350,Cape Girardeau Regional Airport,Cape Girardeau,United States,CGI,KCGI,37.22529984,-89.57080078
2351,Soekarno-Hatta International Airport,Jakarta,Indonesia,CGK,WIII,-6.12556982,106.6559982
2352,Camiguin Airport,Camiguin,Philippines,CGM,RPMH,9.253520012,124.7070007
2353,Cologne Bonn Airport,Cologne,Germany,CGN,EDDK,50.86589813,7.142739773
2354,Zhengzhou Xinzheng International Airport,Zhengzhou,China,CGO,ZHCC,34.5196991,113.8410034
2355,Shah Amanat International Airport,Chittagong,Bangladesh,CGP,VGEG,22.24959946,91.81330109
2356,Longjia Airport,Changchun,China,CGQ,ZYCC,43.99620056,125.6849976
2357,Campo Grande Airport,Campo Grande,Brazil,CGR,SBCG,-20.46870041,-54.67250061
2358,Chicago Meigs Airport,Chicago,United States,CGX,KCGX,41.85879898,-87.60790253
2359,Cagayan De Oro Airport,Ladag,Philippines,CGY,RPML,8.41562,124.611
2360,Casa Grande Municipal Airport,Casa Grande,United States,CGZ,KCGZ,32.954899,-111.766998
2361,Lovell Field,Chattanooga,United States,CHA,KCHA,35.03530121,-85.20379639
2362,Christchurch International Airport,Christchurch,New Zealand,CHC,NZCH,-43.48939896,172.5319977
2363,Chaoyang Airport,Chaoyang,China,CHG,ZYCY,41.538101,120.434998
2364,Chachapoyas Airport,Chachapoyas,Peru,CHH,SPPY,-6.201809883,-77.85610199
2365,Teniente FAP Jaime A De Montreuil Morales Airport,Chimbote,Peru,CHM,SPEO,-9.149609566,-78.52380371
2366,Jeon Ju Airport,Jhunju,South Korea,CHN,RKJU,35.8783989,127.1200027
2367,Charlottesville Albemarle Airport,Charlottesville VA,United States,CHO,KCHO,38.1385994,-78.45290375
2368,Chania International Airport,Chania,Greece,CHQ,LGSA,35.53170013,24.14970016
2369,"Châteauroux-Déols \Marcel Dassault""Airport""""""",Chateauroux,France,CHR,LFLX,46.86027778,1.7211111
2370,Charleston Air Force Base-International Airport,Charleston,United States,CHS,KCHS,32.89860153,-80.04049683
2371,Chatham Islands-Tuuta Airport,Chatham Island,New Zealand,CHT,NZCI,-43.81000137,-176.4570007
2372,Cap Manuel Niño International Airport,Changuinola,Panama,CHX,MPCH,9.458640099,-82.51679993
2373,Choiseul Bay Airport,Choiseul Bay,Solomon Islands,CHY,AGGC,-6.711944,156.396111
2374,Ciampino–G. B. Pastine International Airport,Rome,Italy,CIA,LIRA,41.7994,12.5949
2375,Chico Municipal Airport,Chico,United States,CIC,KCIC,39.79539871,-121.8580017
2376,The Eastern Iowa Airport,Cedar Rapids,United States,CID,KCID,41.88470078,-91.71080017
2377,Chifeng Airport,Chifeng,China,CIF,ZBCF,42.23500061,118.9079971
2378,Changzhi Airport,Changzhi,China,CIH,ZBCZ,36.247501,113.125999
2379,Capitán Aníbal Arab Airport,Cobija,Bolivia,CIJ,SLCO,-11.04039955,-68.78299713
2380,Chalkyitsik Airport,Chalkyitsik,United States,CIK,PACI,66.64499664,-143.7400055
2381,Teniente Col Carmelo Peralta Airport,Conception,Paraguay,CIO,SGCO,-23.442363,-57.427253
2382,Chipata Airport,Chipata,Zambia,CIP,FLCP,-13.55830002,32.58720016
2383,Canton Island Airport,Canton Island,Kiribati,CIS,PCIS,-2.76812005,-171.7100067
2384,Shymkent Airport,Chimkent,Kazakhstan,CIT,UAII,42.36420059,69.47889709
2385,Chippewa County International Airport,Sault Ste Marie,United States,CIU,KCIU,46.25080109,-84.47239685
2386,Canouan Airport,Canouan Island,Saint Vincent and the Grenadines,CIW,TVSC,12.69900036,-61.3423996
2387,Capitan FAP Jose A Quinones Gonzales International Airport,Chiclayo,Peru,CIX,SPHI,-6.787479877,-79.82810211
2388,Comiso Airport,Comiso,Italy,CIY,LICB,36.994601,14.607182
2389,Coari Airport,Coari,Brazil,CIZ,SWKO,-4.134059906,-63.13259888
2390,Mayor General FAP Armando Revoredo Iglesias Airport,Cajamarca,Peru,CJA,SPJR,-7.139180183,-78.48940277
2391,Coimbatore International Airport,Coimbatore,India,CJB,VOCB,11.02999973,77.04340363
2392,El Loa Airport,Calama,Chile,CJC,SCCF,-22.49819946,-68.9036026
2393,Coondewanna Airport,Coondewanna,Australia,CJF,YCWA,-22.9666996,118.8130035
2394,Cheongju International Airport,Chongju,South Korea,CJJ,RKTU,36.71659851,127.4990005
2395,Chitral Airport,Chitral,Pakistan,CJL,OPCH,35.88660049,71.80059814
2396,Chumphon Airport,Chumphon,Thailand,CJM,VTSE,10.71119976,99.36170197
2397,Abraham González International Airport,Ciudad Juarez,Mexico,CJS,MMCS,31.63610077,-106.4290009
2398,Jeju International Airport,Cheju,South Korea,CJU,RKPC,33.51129913,126.4929962
2399,North Central West Virginia Airport,Clarksburg,United States,CKB,KCKB,39.29660034,-80.22810364
2400,Cherkasy International Airport,Cherkassy,Ukraine,CKC,UKKE,49.41559982,31.99530029
2401,Crisp County Cordele Airport,Cordele,United States,CKF,KCKF,31.98880005,-83.77390289
2402,Chongqing Jiangbei International Airport,Chongqing,China,CKG,ZUCK,29.71920013,106.6419983
2403,Chokurdakh Airport,Chokurdah,Russia,CKH,UESO,70.62310028,147.9019928
2404,Chkalovskiy Airport,Shchyolkovo,Russia,CKL,UUMU,55.87829971,38.06169891
2405,Carajás Airport,Parauapebas,Brazil,CKS,SBCJ,-6.115277767,-50.00138855
2406,Clarksville–Montgomery County Regional Airport,Clarksville,United States,CKV,KCKV,36.62189865,-87.41500092
2407,Conakry International Airport,Conakry,Guinea,CKY,GUCY,9.57689,-13.612
2408,Çanakkale Airport,Canakkale,Turkey,CKZ,LTBH,40.13769913,26.42679977
2409,Mc Clellan-Palomar Airport,Carlsbad,United States,CLD,KCRQ,33.12829971,-117.2799988
2410,Cleveland Hopkins International Airport,Cleveland,United States,CLE,KCLE,41.4117012,-81.84980011
2411,Cluj-Napoca International Airport,Cluj-napoca,Romania,CLJ,LRCL,46.78519821,23.68619919
2412,Easterwood Field,College Station,United States,CLL,KCLL,30.58860016,-96.36380005
2413,William R Fairchild International Airport,Port Angeles,United States,CLM,KCLM,48.12020111,-123.5
2414,Brig. Lysias Augusto Rodrigues Airport,Carolina,Brazil,CLN,SBCI,-7.320439816,-47.45869827
2415,Alfonso Bonilla Aragon International Airport,Cali,Colombia,CLO,SKCL,3.54322,-76.3816
2416,Licenciado Miguel de la Madrid Airport,Colima,Mexico,CLQ,MMIA,19.27700043,-103.5770035
2417,Chehalis Centralia Airport,Chehalis,United States,CLS,KCLS,46.67699814,-122.9830017
2418,Charlotte Douglas International Airport,Charlotte,United States,CLT,KCLT,35.2140007,-80.94309998
2419,Columbus Municipal Airport,Columbus,United States,CLU,KBAK,39.26190186,-85.89630127
2420,Nelson Ribeiro Guimarães Airport,Caldas Novas,Brazil,CLV,SBCN,-17.72529984,-48.60749817
2421,Clearwater Air Park,Clearwater,United States,CLW,KCLW,27.97669983,-82.75869751
2422,Calvi-Sainte-Catherine Airport,Calvi,France,CLY,LFKC,42.5244444,8.7930556
2423,Cunnamulla Airport,Cunnamulla,Australia,CMA,YCMU,-28.03000069,145.621994
2424,Bandaranaike International Colombo Airport,Colombo,Sri Lanka,CMB,VCBI,7.180759907,79.88410187
2425,Cootamundra Airport,,Australia,CMD,YCTM,-34.62390137,148.0279999
2426,Ciudad del Carmen International Airport,Ciudad Del Carmen,Mexico,CME,MMCE,18.65369987,-91.7990036
2427,Chambéry-Savoie Airport,Chambery,France,CMF,LFLB,45.63809967,5.88022995
2428,Corumbá International Airport,Corumba,Brazil,CMG,SBCR,-19.01194382,-57.67139053
2429,Port Columbus International Airport,Columbus,United States,CMH,KCMH,39.9980011,-82.89189911
2430,University of Illinois Willard Airport,Champaign,United States,CMI,KCMI,40.03919983,-88.27809906
2431,Club Makokola Airport,Club Makokola,Malawi,CMK,FWCM,-14.30690002,35.13249969
2432,Mohammed V International Airport,Casablanca,Morocco,CMN,GMMN,33.36750031,-7.589970112
2433,Santana do Araguaia Airport,Santana do Araguaia,Brazil,CMP,SNKE,-9.319970131,-50.32849884
2434,Clermont Airport,Clermont,Australia,CMQ,YCMT,-22.7730999,147.6210022
2435,Colmar-Houssen Airport,Colmar,France,CMR,LFGA,48.10990143,7.35901022
2436,Chimbu Airport,Kundiawa,Papua New Guinea,CMU,AYCH,-6.024290085,144.970993
2437,Ignacio Agramonte International Airport,Camaguey,Cuba,CMW,MUCM,21.42029953,-77.84750366
2438,Houghton County Memorial Airport,Hancock,United States,CMX,KCMX,47.16839981,-88.4890976
2439,Coonamble Airport,Coonamble,Australia,CNB,YCNM,-30.98329926,148.3760071
2440,Coconut Island Airport,Coconut Island,Australia,CNC,YCCT,-10.05000019,143.0700073
2441,Mihail Kogălniceanu International Airport,Constanta,Romania,CND,LRCK,44.36220169,28.48830032
2442,Tancredo Neves International Airport,Belo Horizonte,Brazil,CNF,SBCF,-19.62444305,-43.9719429
2443,Cognac-Châteaubernard (BA 709) Air Base,Cognac,France,CNG,LFBG,45.65829849,-0.3174999952
2444,Changhai Airport,Changhai,China,CNI,ZYCH,39.26666667,122.6669444
2445,Cloncurry Airport,Cloncurry,Australia,CNJ,YCCY,-20.66860008,140.5039978
2446,Sindal Airport,Sindal,Denmark,CNL,EKSN,57.50350189,10.22939968
2447,Cavern City Air Terminal,Carlsbad,United States,CNM,KCNM,32.33750153,-104.2630005
2448,Chulman Airport,Neryungri,Russia,CNN,UELL,56.91389847,124.9140015
2449,Chino Airport,Chino,United States,CNO,KCNO,33.97470093,-117.637001
2450,Neerlerit Inaat Airport,Neerlerit Inaat,Greenland,CNP,BGCO,70.74310303,-22.65049934
2451,Corrientes Airport,Corrientes,Argentina,CNQ,SARC,-27.4455,-58.7619
2452,Chañaral Airport,Chañaral,Chile,CNR,SCRA,-26.33250046,-70.6072998
2453,Cairns International Airport,Cairns,Australia,CNS,YBCS,-16.88579941,145.7550049
2454,Chanute Martin Johnson Airport,Chanute,United States,CNU,KCNU,37.66880035,-95.48509979
2455,TSTC Waco Airport,Waco,United States,CNW,KCNW,31.63780022,-97.07409668
2456,Chiang Mai International Airport,Chiang Mai,Thailand,CNX,VTCC,18.76679993,98.96260071
2457,Canyonlands Field,Moab,United States,CNY,KCNY,38.75500107,-109.7549973
2458,Comodoro Pierrestegui Airport,Concordia,Argentina,COC,SAAC,-31.2969,-57.9966
2459,Yellowstone Regional Airport,Cody,United States,COD,KCOD,44.52019882,-109.0240021
2460,Coeur D'Alene - Pappy Boyington Field,Coeur d'Alene,United States,COE,KCOE,47.77429962,-116.8199997
2461,Patrick Air Force Base,Coco Beach,United States,COF,KCOF,28.23489952,-80.61009979
2462,Mandinga Airport,Condoto,Colombia,COG,SKCD,5.08333,-76.7
